https://media.digikey.com/Renders/On%20Semi%20Renders/TO-92-3(StandardBody)  TO-226_bentlead_tmb.jpg,https://media.digikey.com/pdf/Data%20Sheets/Sharp%20PDFs/PQ0(33  50)ES3MXP.pdf,PQ033ES3MXPQ-ND,PQ033ES3MXPQ,Sharp Microelectronics,IC REG LINEAR 3.3V 300MA TO92-3,0,Obsolete,-,Tape & Box (TB),-,Obsolete
https://media.digikey.com/Renders/Texas%20Instr%20Renders/KVU-5-SOT%20Pkg_tmb.jpg,http://www.st.com/content/ccc/resource/technical/document/datasheet/cc/41/70/73/f5/e6/40/50/CD00003403.pdf/files/CD00003403.pdf/jcr:content/translations/en.CD00003403.pdf,497-4249-2-ND,LD29150PT50R,STMicroelectronics,IC REG LINEAR 5V 1.5A PPAK,0  Standard Lead Time 50 Weeks,$0.41888,2  500,Tape & Reel (TR)  Alternate Packaging,-,Active
https://media.digikey.com/Renders/Texas%20Instr%20Renders/KVU-5-SOT%20Pkg_tmb.jpg,http://www.st.com/content/ccc/resource/technical/document/datasheet/cc/41/70/73/f5/e6/40/50/CD00003403.pdf/files/CD00003403.pdf/jcr:content/translations/en.CD00003403.pdf,497-4250-2-ND,LD29150PTR,STMicroelectronics,IC REG LINEAR POS ADJ 1.5A PPAK,0  Standard Lead Time 50 Weeks,$0.48818,2  500,Tape & Reel (TR)  Alternate Packaging,-,Active
https://media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-252-3_tmb.jpg,http://www.st.com/content/ccc/resource/technical/document/datasheet/4d/39/ee/07/53/02/48/d0/CD00150601.pdf/files/CD00150601.pdf/jcr:content/translations/en.CD00150601.pdf,497-6448-2-ND,LD39150DT33-R,STMicroelectronics,IC REG LINEAR 3.3V 1.5A DPAK,0  Standard Lead Time 50 Weeks,$0.42560,2  500,Tape & Reel (TR)  Alternate Packaging,-,Active
https://media.digikey.com/Renders/STMicro%20Renders/SOT23-5_tmb.jpg,http://www.st.com/content/ccc/resource/technical/document/datasheet/group2/96/39/79/10/c9/1a/48/92/CD00003395/files/CD00003395.pdf/jcr:content/translations/en.CD00003395.pdf,497-4254-2-ND,LD3985M25R,STMicroelectronics,IC REG LINEAR 2.5V 150MA SOT23-5,6  000 - Immediate  102  000 - Factory Stock,$0.23200,3  000,Tape & Reel (TR)  Alternate Packaging,-,Active
https://media.digikey.com/Renders/STMicro%20Renders/SOT23-5_tmb.jpg,http://www.st.com/content/ccc/resource/technical/document/datasheet/group2/96/39/79/10/c9/1a/48/92/CD00003395/files/CD00003395.pdf/jcr:content/translations/en.CD00003395.pdf,497-3504-2-ND,LD3985M33R,STMicroelectronics,IC REG LINEAR 3.3V 150MA SOT23-5,0  Standard Lead Time 32 Weeks,$0.23200,3  000,Tape & Reel (TR)  Alternate Packaging,-,Active
https://media.digikey.com/Renders/Texas%20Instr%20Renders/KVU-5-SOT%20Pkg_tmb.jpg,http://www.st.com/content/ccc/resource/technical/document/datasheet/09/9c/b7/8f/20/62/44/68/CD00145278.pdf/files/CD00145278.pdf/jcr:content/translations/en.CD00145278.pdf,497-6155-2-ND,LD49300PT08R,STMicroelectronics,IC REG LINEAR POS ADJ 3A PPAK,0,$0.61880,2  500,Tape & Reel (TR)  Alternate Packaging,-,Active
https://media.digikey.com/Renders/STMicro%20Renders/SOT23-5_tmb.jpg,http://www.st.com/content/ccc/resource/technical/document/datasheet/a7/15/cb/d0/06/9d/4f/75/DM00037343.pdf/files/DM00037343.pdf/jcr:content/translations/en.DM00037343.pdf,497-12085-2-ND,LDCL015MR,STMicroelectronics,IC REG LIN POS ADJ 150MA SOT23-5,0  Standard Lead Time 32 Weeks,$0.47600,3  000,Tape & Reel (TR)  Alternate Packaging,-,Active
https://media.digikey.com/Renders/STMicro%20Renders/SOT23-5_tmb.jpg,http://www.st.com/content/ccc/resource/technical/document/datasheet/29/10/f7/87/2f/66/47/f4/DM00076097.pdf/files/DM00076097.pdf/jcr:content/translations/en.DM00076097.pdf,497-17800-2-ND,LDK130M33RY,STMicroelectronics,IC REG LINEAR,0,$0.29000,3  000,Tape & Reel (TR)  Alternate Packaging,Automotive   AEC-Q100,Active
https://media.digikey.com/Photos/Recom%20Power%20Inc/MFG_RAC01-SC_tmb.jpg,http://www.st.com/content/ccc/resource/technical/document/datasheet/group3/df/64/f9/b7/91/6e/43/20/DM00225720/files/DM00225720.pdf/jcr:content/translations/en.DM00225720.pdf,497-16897-2-ND,LDL212PU50R,STMicroelectronics,IC REG LINEAR 1.2A 6DFN,0  Standard Lead Time 40 Weeks,$0.18135,3  000,Tape & Reel (TR)  Alternate Packaging,-,Active
https://media.digikey.com/Photos/Recom%20Power%20Inc/MFG_RAC01-SC_tmb.jpg,http://www.st.com/content/ccc/resource/technical/document/datasheet/group3/df/64/f9/b7/91/6e/43/20/DM00225720/files/DM00225720.pdf/jcr:content/translations/en.DM00225720.pdf,497-16566-2-ND,LDL212PUR,STMicroelectronics,IC REG LINEAR 1.2A 6DFN,0  Standard Lead Time 40 Weeks,$0.18135,3  000,Tape & Reel (TR)  Alternate Packaging,-,Active
https://media.digikey.com/Renders/STMicro%20Renders/SOT23-5_tmb.jpg,http://www.st.com/content/ccc/resource/technical/document/datasheet/3b/32/8b/03/64/d0/49/e2/CD00047465.pdf/files/CD00047465.pdf/jcr:content/translations/en.CD00047465.pdf,497-4257-2-ND,LDS3985M33R,STMicroelectronics,IC REG LINEAR 3.3V 300MA SOT23-5,0  Standard Lead Time 32 Weeks,$0.32190,3  000,Tape & Reel (TR)  Alternate Packaging,-,Active
https://media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-252-3_tmb.jpg,http://www.st.com/content/ccc/resource/technical/document/datasheet/c4/0e/7e/2a/be/bc/4c/bd/CD00000546.pdf/files/CD00000546.pdf/jcr:content/translations/en.CD00000546.pdf,497-5221-2-ND,LF15ABDT-TR,STMicroelectronics,IC REG LINEAR 1.5V 500MA DPAK,22  500 - Immediate,$0.29508,2  500,Tape & Reel (TR)  Alternate Packaging,-,Active
https://media.digikey.com/renders/STMicro%20Renders/497;DPAK(TO252-3);;2_tmb.jpg,http://www.st.com/content/ccc/resource/technical/document/datasheet/c4/0e/7e/2a/be/bc/4c/bd/CD00000546.pdf/files/CD00000546.pdf/jcr:content/translations/en.CD00000546.pdf,497-10195-2-ND,LF25ABDT-TRY,STMicroelectronics,IC REG LINEAR 2.5V 500MA DPAK,0  Standard Lead Time 12 Weeks,$0.50050,2  500,Tape & Reel (TR)  Alternate Packaging,Automotive   AEC-Q100,Active
https://media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-252-3_tmb.jpg,http://www.st.com/content/ccc/resource/technical/document/datasheet/c4/0e/7e/2a/be/bc/4c/bd/CD00000546.pdf/files/CD00000546.pdf/jcr:content/translations/en.CD00000546.pdf,497-5225-2-ND,LF33ABDT-TR,STMicroelectronics,IC REG LINEAR 3.3V 500MA DPAK,35  000 - Immediate,$0.32538,2  500,Tape & Reel (TR)  Alternate Packaging,-,Active
https://media.digikey.com/Renders/Texas%20Instr%20Renders/KVU-5-SOT%20Pkg_tmb.jpg,https://media.digikey.com/pdf/Data%20Sheets/ST%20Microelectronics%20PDFS/LF00_Rev_17.pdf,LF33ABPT-ND,LF33ABPT,STMicroelectronics,IC REG LINEAR 3.3V 500MA PPAK,0,Obsolete,-,Tube,-,Obsolete
https://media.digikey.com/Renders/STMicro%20Renders/497;TO220-3  TO220AB;;3_tmb.jpg,http://www.st.com/content/ccc/resource/technical/document/datasheet/c4/0e/7e/2a/be/bc/4c/bd/CD00000546.pdf/files/CD00000546.pdf/jcr:content/translations/en.CD00000546.pdf,497-7312-5-ND,LF33ABV,STMicroelectronics,IC REG LINEAR 3.3V 500MA TO220AB,462 - Immediate,$0.92000,1,Tube,-,Active
https://media.digikey.com/Renders/Texas%20Instr%20Renders/KVU-5-SOT%20Pkg_tmb.jpg,http://www.st.com/content/ccc/resource/technical/document/datasheet/c4/0e/7e/2a/be/bc/4c/bd/CD00000546.pdf/files/CD00000546.pdf/jcr:content/translations/en.CD00000546.pdf,497-10198-2-ND,LF33CPT-TRY,STMicroelectronics,IC REG LINEAR 3.3V 500MA PPAK,0  Standard Lead Time 12 Weeks,$0.38192,2  500  Non-Stock,Tape & Reel (TR),Automotive   AEC-Q100,Active
https://media.digikey.com/Renders/STMicro%20Renders/497;TO220-3  TO220AB;;3_tmb.jpg,http://www.st.com/content/ccc/resource/technical/document/datasheet/c4/0e/7e/2a/be/bc/4c/bd/CD00000546.pdf/files/CD00000546.pdf/jcr:content/translations/en.CD00000546.pdf,497-7315-5-ND,LF50ABV,STMicroelectronics,IC REG LINEAR 5V 500MA TO220AB,2  733 - Immediate,$0.92000,1,Tube,-,Active
https://media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-252-3_tmb.jpg,https://media.digikey.com/pdf/Data%20Sheets/ST%20Microelectronics%20PDFS/LF00_Rev_17.pdf,LF90CDT-ND,LF90CDT,STMicroelectronics,IC REG LINEAR 9V 500MA DPAK,0,Obsolete,-,Tube,-,Obsolete
https://media.digikey.com/Renders/Texas%20Instr%20Renders/KVU-5-SOT%20Pkg_tmb.jpg,http://www.st.com/content/ccc/resource/technical/document/datasheet/c4/0e/7e/2a/be/bc/4c/bd/CD00000546.pdf/files/CD00000546.pdf/jcr:content/translations/en.CD00000546.pdf,497-7804-2-ND,LF90CPT-TR,STMicroelectronics,IC REG LINEAR 9V 500MA PPAK,5  000 - Immediate,$0.28710,2  500,Tape & Reel (TR)  Alternate Packaging,-,Active
https://media.digikey.com/Renders/STMicro%20Renders/SOT23-5_tmb.jpg,http://www.st.com/content/ccc/resource/technical/document/datasheet/50/68/b5/a8/4c/7a/41/bd/CD00002190.pdf/files/CD00002190.pdf/jcr:content/translations/en.CD00002190.pdf,497-7810-2-ND,LK112M80TR,STMicroelectronics,IC REG LINEAR 8V 150MA SOT23-5,0  Standard Lead Time 32 Weeks,$0.21997,3  000,Tape & Reel (TR)  Alternate Packaging,-,Active
https://media.digikey.com/Renders/STMicro%20Renders/SOT23-5_tmb.jpg,http://www.st.com/content/ccc/resource/technical/document/datasheet/1b/52/33/0d/9b/14/4d/49/CD00002558.pdf/files/CD00002558.pdf/jcr:content/translations/en.CD00002558.pdf,497-6450-2-ND,LK112SM33TR,STMicroelectronics,IC REG LINEAR 3.3V 200MA SOT23-5,33  000 - Immediate,$0.30014,3  000,Tape & Reel (TR)  Alternate Packaging,-,Active
https://media.digikey.com/Renders/Texas%20Instr%20Renders/296;4200577-3;KTT;3_tmb.jpg,http://www.ti.com/lit/ds/symlink/lm1085.pdf,LM1085IS-3.3-ND,LM1085IS-3.3,Texas Instruments,IC REG LIN 3.3V 3A DDPAK/TO263-3,67 - Immediate,$2.81000,-,Tube,-,Not For New Designs
https://media.digikey.com/Renders/Texas%20Instr%20Renders/296;4200577-3;KTT;3_tmb.jpg,http://www.ti.com/lit/ds/symlink/lm1085.pdf,LM1085IS-ADJ/NOPB-ND,LM1085IS-ADJ/NOPB,Texas Instruments,IC REG LINEAR POS ADJ 3A DDPAK,3  460 - Immediate,$2.36000,1,Tube  Alternate Packaging,-,Active
https://media.digikey.com/Renders/Texas%20Instr%20Renders/296;4200577-3;KTT;3_tmb.jpg,http://www.ti.com/lit/ds/symlink/lm1085.pdf,LM1085ISX-3.3/NOPBTR-ND,LM1085ISX-3.3/NOPB,Texas Instruments,IC REG LIN 3.3V 3A DDPAK/TO263-3,16  000 - Immediate,$1.17076,500,Tape & Reel (TR)  Alternate Packaging,-,Active
https://media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-252-3_tmb.jpg,http://www.ti.com/lit/ds/symlink/lm1117.pdf,LM1117DTX-1.8/NOPBTR-ND,LM1117DTX-1.8/NOPB,Texas Instruments,IC REG LINEAR 1.8V 800MA TO252-3,32  500 - Immediate,$0.60900,2  500,Tape & Reel (TR)  Alternate Packaging,-,Active
https://media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-252-3_tmb.jpg,http://www.ti.com/lit/ds/symlink/lm1117.pdf,LM1117DTX-3.3/NOPBTR-ND,LM1117DTX-3.3/NOPB,Texas Instruments,IC REG LINEAR 3.3V 800MA TO252-3,25  000 - Immediate,$0.60900,2  500,Tape & Reel (TR)  Alternate Packaging,LM1117-3.3,Active
https://media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-252-3_tmb.jpg,http://www.ti.com/lit/ds/symlink/lm1117.pdf,LM1117IDTX-3.3/NOPBTR-ND,LM1117IDTX-3.3/NOPB,Texas Instruments,IC REG LINEAR 3.3V 800MA TO252-3,0  Standard Lead Time 9 Weeks,$0.60900,2  500,Tape & Reel (TR)  Alternate Packaging,LM1117-3.3,Active
https://media.digikey.com/Renders/Diodes%20Renders/SOT223-3L_tmb.jpg,http://www.ti.com/lit/ds/symlink/lm1117.pdf,LM1117IMPX-3.3/NOPBTR-ND,LM1117IMPX-3.3/NOPB,Texas Instruments,IC REG LIN 3.3V 800MA SOT223-4,28  000 - Immediate,$0.46760,2  000,Tape & Reel (TR)  Alternate Packaging,LM1117-3.3,Active
https://media.digikey.com/Renders/Diodes%20Renders/SOT223-3L_tmb.jpg,http://www.ti.com/lit/ds/symlink/lm1117.pdf,LM1117IMPX-3.3/NOPBTR-ND,LM1117IMPX-3.3/NOPB,Texas Instruments,IC REG LIN 3.3V 800MA SOT223-4,28  000 - Immediate,$0.46760,2  000,Tape & Reel (TR)  Alternate Packaging,LM1117-3.3,Active
https://media.digikey.com/Renders/Diodes%20Renders/SOT223-3L_tmb.jpg,http://www.ti.com/lit/ds/symlink/lm1117.pdf,LM1117IMPX-5.0/NOPBTR-ND,LM1117IMPX-5.0/NOPB,Texas Instruments,IC REG LINEAR 5V 800MA SOT223-4,16  000 - Immediate,$0.46760,2  000,Tape & Reel (TR)  Alternate Packaging,-,Active
https://media.digikey.com/Renders/Diodes%20Renders/SOT223-3L_tmb.jpg,http://www.ti.com/lit/ds/symlink/lm1117.pdf,LM1117IMPX-ADJ/NOPBTR-ND,LM1117IMPX-ADJ/NOPB,Texas Instruments,IC REG LIN POS ADJ 800MA SOT223,22  000 - Immediate,$0.46760,2  000,Tape & Reel (TR)  Alternate Packaging,-,Active
https://media.digikey.com/Renders/Diodes%20Renders/SOT223-3L_tmb.jpg,http://www.ti.com/lit/ds/symlink/lm1117.pdf,LM1117MP-ADJ/NOPBTR-ND,LM1117MP-ADJ/NOPB,Texas Instruments,IC REG LIN POS ADJ 800MA SOT223,5  000 - Immediate,$0.50100,1  000,Tape & Reel (TR)  Alternate Packaging,-,Active
https://media.digikey.com/Renders/Diodes%20Renders/SOT223-3L_tmb.jpg,http://www.ti.com/lit/ds/symlink/lm1117.pdf,LM1117MPX-5.0/NOPBTR-ND,LM1117MPX-5.0/NOPB,Texas Instruments,IC REG LINEAR 5V 800MA SOT223-4,8  000 - Immediate,$0.46760,2  000,Tape & Reel (TR)  Alternate Packaging,-,Active
null,http://www.ti.com/lit/ds/symlink/lm137qml.pdf,LM137KG-MW8-ND,LM137KG-MW8,Texas Instruments,IC REG LINEAR 1.5A,4  389 - Factory Stock,$10.22941,51  Non-Stock,-,-,Active
https://media.digikey.com/photos/National%20Semi%20Photos/LM350K%20STEEL%5ENOPB_tmb.JPG,http://www.ti.com/lit/ds/symlink/lm138.pdf,296-41512-ND,LM138K STEEL/NOPB,Texas Instruments,IC REG LINEAR POS ADJ 5A TO3-2,216 - Immediate,$58.98000,1,Tube,-,Active
https://media.digikey.com/Renders/STMicro%20Renders/D2Pak%20TO-263_tmb.jpg,http://www.st.com/content/ccc/resource/technical/document/datasheet/group1/a0/db/e6/9b/6f/9c/45/7b/CD00000455/files/CD00000455.pdf/jcr:content/translations/en.CD00000455.pdf,497-7320-2-ND,LM217D2T-TR,STMicroelectronics,IC REG LINEAR POS ADJ 1.5A D2PAK,0  Standard Lead Time 32 Weeks,$0.39600,1  000,Tape & Reel (TR)  Alternate Packaging,-,Active
https://media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-252-3_tmb.jpg,http://www.st.com/content/ccc/resource/technical/document/datasheet/8e/b2/ea/56/ad/8c/43/d8/CD00000549.pdf/files/CD00000549.pdf/jcr:content/translations/en.CD00000549.pdf,497-6452-2-ND,LM217MDT-TR,STMicroelectronics,IC REG LINEAR POS ADJ 500MA DPAK,0  Standard Lead Time 50 Weeks,$0.35000,2  500,Tape & Reel (TR)  Alternate Packaging,-,Active
https://media.digikey.com/Renders/STMicro%20Renders/497;TO220-3  TO220AB;;3_tmb.jpg,http://www.st.com/content/ccc/resource/technical/document/datasheet/group1/a0/db/e6/9b/6f/9c/45/7b/CD00000455/files/CD00000455.pdf/jcr:content/translations/en.CD00000455.pdf,497-12820-5-ND,LM217T-DG,STMicroelectronics,IC REG LIN POS ADJ 1.5A TO220AB,200 - Immediate,$0.90000,1,Tube,-,Active
https://media.digikey.com/Renders/Texas%20Instr%20Renders/TO-220-3_tmb.jpg,https://media.digikey.com/pdf/Data%20Sheets/Texas%20Instruments%20PDFs/LM2930_Rev_Oct_2016.pdf,LM2930T-8.0/NOPB-ND,LM2930T-8.0/NOPB,Texas Instruments,IC REG LINEAR 8V 150MA TO220-3,0,Obsolete,-,Tube,-,Obsolete
https://media.digikey.com/Renders/Texas%20Instr%20Renders/296;4040047-3;D;8_tmb.jpg,http://www.ti.com/lit/ds/symlink/lm2931-n.pdf,LM2931CM/NOPB-ND,LM2931CM/NOPB,Texas Instruments,IC REG LIN POS ADJ 100MA 8SOIC,1  017 - Immediate,$0.93000,1,Tube  Alternate Packaging,-,Active
https://media.digikey.com/Renders/On%20Semi%20Renders/TO-220-5_314D-04_tmb.jpg,http://www.onsemi.com/pub/Collateral/LM2931-D.PDF,LM2931CTGOS-ND,LM2931CTG,ON Semiconductor,IC REG LIN POS ADJ 100MA TO220-5,497 - Immediate  950 - Factory Stock,$0.96000,1,Tube,-,Active
https://media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody)  TO-226_straightlead_tmb.jpg,http://www.onsemi.com/pub/Collateral/LM2931-D.PDF,LM2931Z-5.0GOS-ND,LM2931Z-5.0G,ON Semiconductor,IC REG LINEAR 5V 100MA TO92-3,3  531 - Immediate,$0.65000,1,Tube  Alternate Packaging,-,Active
https://media.digikey.com/Renders/Diodes%20Renders/SOT223-3L_tmb.jpg,http://www.ti.com/lit/ds/symlink/lm2936.pdf,LM2936MP-3.3/NOPBTR-ND,LM2936MP-3.3/NOPB,Texas Instruments,IC REG LINEAR 3.3V 50MA SOT223-4,1  000 - Immediate,$0.79170,1  000,Tape & Reel (TR)  Alternate Packaging,-,Active
https://media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody)  TO-226_straightlead_tmb.jpg,http://www.ti.com/lit/ds/symlink/lm2936.pdf,LM2936Z-5.0/NOPB-ND,LM2936Z-5.0/NOPB,Texas Instruments,IC REG LINEAR 5V 50MA TO92-3,2  372 - Immediate,$2.00000,1,Tape & Reel (TR),-,Active
https://media.digikey.com/Renders/Diodes%20Renders/SOT223-3L_tmb.jpg,http://www.ti.com/lit/ds/symlink/lm2937.pdf,LM2937IMP-10/NOPBTR-ND,LM2937IMP-10/NOPB,Texas Instruments,IC REG LINEAR 10V 400MA SOT223-4,0  Standard Lead Time 16 Weeks,$0.86710,1  000,Tape & Reel (TR)  Alternate Packaging,-,Active
https://media.digikey.com/Renders/Diodes%20Renders/SOT223-3L_tmb.jpg,http://www.ti.com/lit/ds/symlink/lm2937-2.5.pdf,LM2937IMP-2.5/NOPBTR-ND,LM2937IMP-2.5/NOPB,Texas Instruments,IC REG LIN 2.5V 400MA SOT223-4,1  000 - Immediate,$0.86710,1  000,Tape & Reel (TR)  Alternate Packaging,-,Active
https://media.digikey.com/Renders/Diodes%20Renders/SOT223-3L_tmb.jpg,http://www.ti.com/lit/ds/symlink/lm2937-2.5.pdf,LM2937IMP-3.3/NOPBTR-ND,LM2937IMP-3.3/NOPB,Texas Instruments,IC REG LIN 3.3V 400MA SOT223-4,10  000 - Immediate,$0.86710,1  000,Tape & Reel (TR)  Alternate Packaging,-,Active
https://media.digikey.com/Renders/Diodes%20Renders/SOT223-3L_tmb.jpg,http://www.ti.com/lit/ds/symlink/lm2937.pdf,LM2937IMP-5.0/NOPBTR-ND,LM2937IMP-5.0/NOPB,Texas Instruments,IC REG LINEAR 5V 400MA SOT223-4,28  000 - Immediate,$0.86710,1  000,Tape & Reel (TR)  Alternate Packaging,-,Active
https://media.digikey.com/Renders/Texas%20Instr%20Renders/296;4200577-3;KTT;3_tmb.jpg,http://www.ti.com/lit/ds/symlink/lm2940-n.pdf,LM2940CSX-5.0/NOPBTR-ND,LM2940CSX-5.0/NOPB,Texas Instruments,IC REG LIN 5V 1A DDPAK/TO263-3,10  000 - Immediate,$1.08150,500,Tape & Reel (TR)  Alternate Packaging,-,Active
https://media.digikey.com/Renders/Diodes%20Renders/SOT223-3L_tmb.jpg,http://www.ti.com/lit/ds/symlink/lm2940-n.pdf,LM2940IMP-5.0/NOPBTR-ND,LM2940IMP-5.0/NOPB,Texas Instruments,IC REG LINEAR 5V 1A SOT223-4,3  000 - Immediate,$1.03385,1  000,Tape & Reel (TR)  Alternate Packaging,-,Active
https://media.digikey.com/Renders/Texas%20Instr%20Renders/296;4200577-3;KTT;3_tmb.jpg,http://www.ti.com/lit/ds/symlink/lm2940-n.pdf,LM2940S-12/NOPB-ND,LM2940S-12/NOPB,Texas Instruments,IC REG LIN 12V 1A DDPAK/TO263-3,431 - Immediate,$2.21000,1,Tube  Alternate Packaging,-,Active
https://media.digikey.com/Renders/Texas%20Instr%20Renders/296;4200577-3;KTT;3_tmb.jpg,http://www.ti.com/lit/ds/symlink/lm2940-n.pdf,LM2940S-5.0/NOPB-ND,LM2940S-5.0/NOPB,Texas Instruments,IC REG LIN 5V 1A DDPAK/TO263-3,3  959 - Immediate,$2.21000,1,Tube  Alternate Packaging,-,Active
https://media.digikey.com/Renders/Texas%20Instr%20Renders/TO-220-3_tmb.jpg,http://www.ti.com/lit/ds/symlink/lm2940-n.pdf,LM2940T-5.0/NOPB-ND,LM2940T-5.0/NOPB,Texas Instruments,IC REG LINEAR 5V 1A TO220-3,20  345 - Immediate,$1.56000,1,Tube,-,Active
https://media.digikey.com/Renders/Texas%20Instr%20Renders/TO-220-3_tmb.jpg,http://www.ti.com/lit/ds/symlink/lm2940-n.pdf,LM2940T-8.0/NOPB-ND,LM2940T-8.0/NOPB,Texas Instruments,IC REG LINEAR 8V 1A TO220-3,220 - Immediate,$1.56000,1,Tube,-,Active
https://media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TS5B_tmb.jpg,http://www.ti.com/lit/ds/symlink/lm2941.pdf,LM2941SXTR-ND,LM2941SX,Texas Instruments,IC REG LINEAR POS ADJ 1A DDPAK,1  500 - Immediate,$1.45600,-,Tape & Reel (TR)  Alternate Packaging,-,Not For New Designs
https://media.digikey.com/renders/Texas%20Instr%20Renders/TO-220-5%20(Straight%20Leads)_4040208%5EC_tmb.jpg,http://www.ti.com/lit/ds/symlink/lm2941.pdf,LM2941T/NOPB-ND,LM2941T/NOPB,Texas Instruments,IC REG LINEAR POS ADJ 1A TO220-5,1  924 - Immediate,$1.58000,1,Tube,-,Active
https://media.digikey.com/Renders/Texas%20Instr%20Renders/296;4200577-3;KTT;3_tmb.jpg,http://www.ti.com/lit/ds/symlink/lm2990.pdf,LM2990S-5.0/NOPB-ND,LM2990S-5.0/NOPB,Texas Instruments,IC REG LINEAR V 1.8A DDPAK/TO263,1  466 - Immediate,$3.63000,1,Tube  Alternate Packaging,-,Active
https://media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TS5B_tmb.jpg,http://www.ti.com/lit/ds/symlink/lm2991.pdf,LM2991SX/NOPBTR-ND,LM2991SX/NOPB,Texas Instruments,IC REG LINEAR NEG ADJ 1A DDPAK,4  500 - Immediate,$2.12480,500,Tape & Reel (TR)  Alternate Packaging,-,Active
https://media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-252-3_tmb.jpg,http://www.ti.com/lit/ds/symlink/lm317a.pdf,LM317AMDT/NOPB-ND,LM317AMDT/NOPB,Texas Instruments,IC REG LIN POS ADJ 1.5A TO252-3,4  158 - Immediate,$2.28000,1,Tube  Alternate Packaging,-,Active
https://media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-252-3_tmb.jpg,http://www.ti.com/lit/ds/symlink/lm317a.pdf,LM317AMDTX/NOPBTR-ND,LM317AMDTX/NOPB,Texas Instruments,IC REG LIN POS ADJ 1.5A TO252-3,0  Standard Lead Time 8 Weeks,$0.88830,2  500,Tape & Reel (TR)  Alternate Packaging,-,Active
https://media.digikey.com/Renders/Texas%20Instr%20Renders/TO-220-3_tmb.jpg,http://www.ti.com/lit/ds/symlink/lm317a.pdf,LM317AT/NOPB-ND,LM317AT/NOPB,Texas Instruments,IC REG LIN POS ADJ 1.5A TO220-3,14  377 - Immediate,$1.58000,1,Tube,-,Active
https://media.digikey.com/Renders/~~Pkg.Case%20or%20Series/D%C2%B2Pak  TO-263_418AA-01_tmb.jpg,http://www.onsemi.com/pub/Collateral/LM317-D.PDF,LM317BD2TR4GOSTR-ND,LM317BD2TR4G,ON Semiconductor,IC REG LINEAR POS ADJ 1.5A D2PAK,0  Standard Lead Time 19 Weeks,$0.42460,800,Tape & Reel (TR)  Alternate Packaging,-,Active
https://media.digikey.com/Renders/On%20Semi%20Renders/TO-220-3_tmb.jpg,http://www.onsemi.com/pub/Collateral/LM317-D.PDF,LM317BTGOS-ND,LM317BTG,ON Semiconductor,IC REG LIN POS ADJ 1.5A TO220AB,0  Standard Lead Time 16 Weeks,$0.65000,1,Tube,-,Active
https://media.digikey.com/Renders/STMicro%20Renders/D2Pak%20TO-263_tmb.jpg,http://www.st.com/content/ccc/resource/technical/document/datasheet/group1/a0/db/e6/9b/6f/9c/45/7b/CD00000455/files/CD00000455.pdf/jcr:content/translations/en.CD00000455.pdf,497-1571-2-ND,LM317D2T-TR,STMicroelectronics,IC REG LINEAR POS ADJ 1.5A D2PAK,11  000 - Immediate,$0.37488,1  000,Tape & Reel (TR)  Alternate Packaging,-,Active
https://media.digikey.com/Renders/Texas%20Instr%20Renders/TO-220-3_tmb.jpg,http://www.ti.com/lit/ds/symlink/lm117hv.pdf,LM317HVT/NOPB-ND,LM317HVT/NOPB,Texas Instruments,IC REG LINEAR POS ADJ TO220-3,5  665 - Immediate,$2.47000,1,Tube,-,Active
https://media.digikey.com/photos/National%20Semi%20Photos/LM350K%20STEEL%5ENOPB_tmb.JPG,http://www.ti.com/lit/ds/symlink/lm117hv.pdf,LM317HVKSTEEL/NOPB-ND,LM317HVK STEEL/NOPB,Texas Instruments,IC REG LINEAR POS ADJ TO3-2,121 - Immediate,$48.86000,1,Bulk,-,Active
https://media.digikey.com/photos/National%20Semi%20Photos/LM350K%20STEEL%5ENOPB_tmb.JPG,http://www.ti.com/lit/ds/symlink/lm117.pdf,LM317KSTEEL/NOPB-ND,LM317K STEEL/NOPB,Texas Instruments,IC REG LINEAR POS ADJ 1.5A TO3-2,326 - Immediate,$43.67000,1,Tray,-,Active
https://media.digikey.com/Renders/~~Pkg.Case%20or%20Series/D%C2%B2Pak  TO-263_418AA-01_tmb.jpg,http://www.onsemi.com/pub/Collateral/LM337-D.PDF,LM337BD2TGOS-ND,LM337BD2TG,ON Semiconductor,IC REG LINEAR NEG ADJ 1.5A D2PAK,1  490 - Immediate  9  750 - Factory Stock,$1.22000,1,Tube  Alternate Packaging,-,Active
