NAND Gate,2,4,-,2 V ~ 6 V,2µA,5.2mA   5.2mA,0.5 V ~ 1.8 V,1.5 V ~ 4.2 V,19ns @ 6V   50pF,-40°C ~ 85°C,Through Hole,14-PDIP,14-DIP (0.300"   7.62mm)
NAND Gate,2,4,-,2 V ~ 6 V,2µA,5.2mA   5.2mA,0.5 V ~ 1.8 V,1.5 V ~ 4.2 V,19ns @ 6V   50pF,-40°C ~ 85°C,Surface Mount,14-SOP,14-SOIC (0.209"   5.30mm Width)
XOR (Exclusive OR),4,2,-,2 V ~ 6 V,2µA,5.2mA   5.2mA,0.5 V ~ 1.8 V,1.5 V ~ 4.2 V,17ns @ 6V   50pF,-40°C ~ 85°C,Surface Mount,14-SOP,14-SOIC (0.209"   5.30mm Width)
AND Gate,4,2,-,4.5 V ~ 5.5 V,2µA,4mA   4mA,0.8V,2V,22ns @ 5.5V   50pF,-40°C ~ 85°C,Surface Mount,14-SOIC,14-SOIC (0.154"   3.90mm Width)
AND Gate,4,2,-,4.5 V ~ 5.5 V,2µA,4mA   4mA,0.8V,2V,22ns @ 5.5V   50pF,-40°C ~ 85°C,Surface Mount,14-TSSOP,14-TSSOP (0.173"   4.40mm Width)
OR Gate,4,2,-,4.5 V ~ 5.5 V,2µA,4mA   4mA,0.8V,2V,22ns @ 5.5V   50pF,-40°C ~ 85°C,Surface Mount,14-SOIC,14-SOIC (0.154"   3.90mm Width)
Inverter,6,6,-,4.75 V ~ 5.25 V,-,400µA   8mA,0.8V,2V,15ns @ 5V   15pF,0°C ~ 70°C,Surface Mount,14-SOIC,14-SOIC (0.154"   3.90mm Width)
Inverter,6,6,Open Collector,4.75 V ~ 5.25 V,-,-   40mA,0.8V,2V,20ns @ 5V   15pF,0°C ~ 70°C,Surface Mount,14-SSOP,14-SSOP (0.209"   5.30mm Width)
AND Gate,2,4,-,4.75 V ~ 5.25 V,-,400µA   8mA,0.8V,2V,20ns @ 5V   15pF,0°C ~ 70°C,Through Hole,14-PDIP,14-DIP (0.300"   7.62mm)
XNOR (Exclusive NOR),4,2,Open Collector,4.75 V ~ 5.25 V,13mA,-   8mA,0.8V,2V,30ns @ 5V   15pF,0°C ~ 70°C,Through Hole,14-PDIP,14-DIP (0.300"   7.62mm)
NOR Gate,3,3,-,4.75 V ~ 5.25 V,4mA,400µA   8mA,0.8V,2V,15ns @ 5V   15pF,0°C ~ 70°C,Surface Mount,14-SOP,14-SOIC (0.209"   5.30mm Width)
NAND Gate,4,2,Open Collector,4.75 V ~ 5.25 V,-,-   24mA,0.8V,2V,32ns @ 5V   45pF,0°C ~ 70°C,Surface Mount,14-SOP,14-SOIC (0.209"   5.30mm Width)
Inverter,6,6,-,2 V ~ 5.5 V,20µA,12mA   12mA,0.5V,1.5V,7.5ns @ 5V   50pF,-40°C ~ 85°C,Surface Mount,14-TSSOP,14-TSSOP (0.173"   4.40mm Width)
Inverter,6,6,Open Drain,2 V ~ 5.5 V,20µA,-   16mA,0.5V,1.5V,7.5ns @ 5V   50pF,-40°C ~ 85°C,Surface Mount,14-TSSOP,14-TSSOP (0.173"   4.40mm Width)
Inverter,6,6,Schmitt Trigger,2 V ~ 5.5 V,20µA,12mA   12mA,0.75 V ~ 1.5 V,1.75 V ~ 3.5 V,10.6ns @ 5V   50pF,-40°C ~ 125°C,Surface Mount,14-SOIC,14-SOIC (0.154"   3.90mm Width)
AND Gate,2,4,-,2 V ~ 5.5 V,20µA,12mA   12mA,0.5V,1.5V,7ns @ 5V   50pF,-40°C ~ 85°C,Surface Mount,14-TSSOP,14-TSSOP (0.173"   4.40mm Width)
AND Gate,4,2,-,1.65 V ~ 3.6 V,1µA,24mA   24mA,0.7 V ~ 0.8 V,1.7 V ~ 2 V,3.9ns @ 3.3V   50pF,-40°C ~ 125°C,Surface Mount,14-SOIC,14-SOIC (0.154"   3.90mm Width)
Inverter,6,6,Schmitt Trigger,1.65 V ~ 3.6 V,1µA,24mA   24mA,0.15 V ~ 0.8 V,1.3 V ~ 2 V,6.2ns @ 3.3V   50pF,-40°C ~ 125°C,Surface Mount,14-TSSOP,14-TSSOP (0.173"   4.40mm Width)
Inverter,6,6,Schmitt Trigger,2 V ~ 3.6 V,10µA,24mA   24mA,0.4 V ~ 0.8 V,2V,6.4ns @ 3.3V   50pF,-40°C ~ 125°C,Surface Mount,14-TSSOP,14-TSSOP (0.173"   4.40mm Width)
NAND Gate,1,2,-,1.65 V ~ 5.5 V,10µA,32mA   32mA,0.7 V ~ 0.8 V,1.7 V ~ 2 V,4.3ns @ 5V   50pF,-40°C ~ 125°C,Surface Mount,SOT-23-5,SC-74A   SOT-753
AND Gate,1,2,-,1.65 V ~ 5.5 V,10µA,32mA   32mA,-,-,4ns @ 5V   50pF,-40°C ~ 125°C,Surface Mount,SOT-23-5,SC-74A   SOT-753
Inverter,1,1,Schmitt Trigger,1.65 V ~ 5.5 V,10µA,32mA   32mA,0.39 V ~ 1.87 V,1.16 V ~ 3.33 V,5ns @ 5V   50pF,-40°C ~ 125°C,Surface Mount,SOT-23-5,SC-74A   SOT-753
Inverter,1,1,-,1.65 V ~ 5.5 V,10µA,32mA   32mA,-,-,3.5ns @ 5V   50pF,-40°C ~ 125°C,Surface Mount,SC-70-5,5-TSSOP   SC-70-5   SOT-353
NAND Gate,2,2,-,1.65 V ~ 5.5 V,10µA,32mA   32mA,0.7 V ~ 0.8 V,1.7 V ~ 2 V,3.3ns @ 5V   50pF,-40°C ~ 125°C,Surface Mount,SM8 (SSOP),8-LSSOP   8-MSOP (0.110"   2.80mm Width)
NAND Gate,2,2,-,1.65 V ~ 5.5 V,10µA,32mA   32mA,0.7 V ~ 0.8 V,1.7 V ~ 2 V,3.3ns @ 5V   50pF,-40°C ~ 125°C,Surface Mount,US8,8-VFSOP (0.091"   2.30mm Width)
NOR Gate,2,2,-,1.65 V ~ 5.5 V,10µA,32mA   32mA,0.7 V ~ 0.8 V,1.7 V ~ 2 V,4.4ns @ 5V   50pF,-40°C ~ 125°C,Surface Mount,SM8 (SSOP),8-LSSOP   8-MSOP (0.110"   2.80mm Width)
OR Gate,2,2,-,1.65 V ~ 5.5 V,10µA,32mA   32mA,0.7 V ~ 0.8 V,1.7 V ~ 2 V,3.2ns @ 5V   50pF,-40°C ~ 125°C,Surface Mount,SM8 (SSOP),8-LSSOP   8-MSOP (0.110"   2.80mm Width)
OR Gate,4,2,-,1.65 V ~ 3.6 V,1µA,24mA   24mA,0.7 V ~ 0.8 V,1.7 V ~ 2 V,3.6ns @ 3.3V   50pF,-40°C ~ 125°C,Surface Mount,14-TSSOP,14-TSSOP (0.173"   4.40mm Width)
OR Gate,4,2,-,1.65 V ~ 3.6 V,1µA,24mA   24mA,0.7 V ~ 0.8 V,1.7 V ~ 2 V,3.6ns @ 3.3V   50pF,-40°C ~ 125°C,Surface Mount,14-SOIC,14-SOIC (0.154"   3.90mm Width)
OR Gate,4,2,-,1.65 V ~ 3.6 V,1µA,24mA   24mA,0.7 V ~ 0.8 V,1.7 V ~ 2 V,3.6ns @ 3.3V   50pF,-40°C ~ 125°C,Surface Mount,14-TSSOP,14-TSSOP (0.173"   4.40mm Width)
NAND Gate,4,2,-,2 V ~ 6 V,1µA,5.2mA   5.2mA,0.5 V ~ 1.8 V,1.5 V ~ 4.2 V,13ns @ 6V   50pF,-40°C ~ 85°C,Surface Mount,14-SOP,14-SOIC (0.209"   5.30mm Width)
NOR Gate,4,2,-,2 V ~ 6 V,1µA,5.2mA   5.2mA,0.5 V ~ 1.8 V,1.5 V ~ 4.2 V,13ns @ 6V   50pF,-40°C ~ 85°C,Surface Mount,14-SOP,14-SOIC (0.173"   4.40mm Width)
Inverter,1,1,-,2 V ~ 6 V,1µA,2.6mA   2.6mA,0.5 V ~ 1.8 V,1.5 V ~ 4.2 V,17ns @ 6V   50pF,-40°C ~ 85°C,Surface Mount,USV,5-TSSOP   SC-70-5   SOT-353
AND Gate,1,2,-,2 V ~ 5.5 V,2µA,8mA   8mA,0.5V,1.5V,7.9ns @ 5V   50pF,-40°C ~ 85°C,Surface Mount,USV,5-TSSOP   SC-70-5   SOT-353
Inverter,3,3,-,2 V ~ 6 V,1µA,5.2mA   5.2mA,0.5 V ~ 1.8 V,1.5 V ~ 4.2 V,13ns @ 6V   50pF,-40°C ~ 85°C,Surface Mount,US8,8-VFSOP (0.091"   2.30mm Width)
Inverter,3,3,-,2 V ~ 5.5 V,2µA,8mA   8mA,0.5V,1.5V,7.5ns @ 5V   50pF,-40°C ~ 85°C,Surface Mount,US8,8-VFSOP (0.091"   2.30mm Width)
