Positive,Fixed,1,6V,1.5V,-,0.12V @ 150mA,150mA,125µA,150µA,60dB ~ 40dB (1kHz ~ 10kHz),Enable,Over Temperature   Short Circuit,-40°C ~ 125°C,Surface Mount,SC-74A   SOT-753,SOT-23-5
Positive,Fixed,1,6V,2.5V,-,0.1V @ 150mA,150mA,150µA,250µA,50dB ~ 40dB (1kHz ~ 10kHz),Enable,Over Current   Over Temperature   Short Circuit,-40°C ~ 125°C,Surface Mount,SC-74A   SOT-753,SOT-23-5
Positive,Fixed,1,6V,3.3V,-,0.1V @ 150mA,150mA,150µA,250µA,50dB ~ 40dB (1kHz ~ 10kHz),Enable,Over Current   Over Temperature   Short Circuit,-40°C ~ 125°C,Surface Mount,SC-74A   SOT-753,SOT-23-5
Positive,Fixed,1,6V,3.3V,-,0.1V @ 150mA,150mA,150µA,250µA,50dB ~ 40dB (1kHz ~ 10kHz),Enable,Over Current   Over Temperature   Short Circuit,-40°C ~ 125°C,Surface Mount,SC-74A   SOT-753,SOT-23-5
Positive,Adjustable,1,450V,1.2V,438V,-,10mA,-,-,60dB (120Hz),-,Over Current   Over Temperature,-40°C ~ 85°C,Surface Mount,TO-252-3   DPak (2 Leads + Tab)   SC-63,TO-252   (D-Pak)
Positive,Adjustable,1,30V,1.25V,28.5V,1.5V @ 7.5A,7.5A,-,-,75dB (120Hz),-,Over Temperature,0°C ~ 125°C,Through Hole,TO-3P-3   SC-65-3,TO-3P
Positive,Fixed,1,20V,5V,-,1.5V @ 3A,3A,10mA,-,68dB (120Hz),-,Over Temperature,0°C ~ 125°C,Through Hole,TO-220-3,TO-220-3
Positive,Adjustable,1,25V,1.25V,23.5V,1.5V @ 1.5A,1.5A,-,-,75dB (120Hz),-,Over Current   Over Temperature,0°C ~ 125°C,Through Hole,TO-220-3,TO-220-3
Positive,Fixed,1,15V,3.3V,-,1.3V @ 800mA,800mA,10mA,-,75dB (120Hz),-,Over Temperature,-40°C ~ 125°C,Surface Mount,TO-261-4   TO-261AA,SOT-223-3
Positive,Fixed,1,15V,2.5V,-,1.3V @ 800mA,800mA,1mA,-,80dB (120Hz),Enable,Over Current   Over Temperature,0°C ~ 70°C,Surface Mount,TO-261-4   TO-261AA,SOT-223-3
Positive,Fixed,1,30V,5V,-,0.7V @ 150mA,150mA,50µA,14mA,58dB (120Hz),Enable,Over Temperature   Reverse Polarity,0°C ~ 125°C,Surface Mount,8-SOIC (0.154"   3.90mm Width),8-SOIC
Positive,Fixed,1,30V,5V,-,0.7V @ 150mA,150mA,50µA,14mA,58dB (120Hz),Enable,Over Temperature   Reverse Polarity,0°C ~ 125°C,Surface Mount,8-SOIC (0.154"   3.90mm Width),8-SOIC
Positive,Fixed,1,30V,5V,-,0.7V @ 150mA,150mA,50µA,14mA,58dB (120Hz),Enable,Over Temperature   Reverse Polarity,-40°C ~ 125°C,Surface Mount,TO-261-4   TO-261AA,SOT-223-3
Positive,Fixed,1,30V,5V,-,0.7V @ 700mA,700mA,70µA,90mA,64dB (120Hz),Enable,Over Temperature   Reverse Polarity,-40°C ~ 125°C,Surface Mount,8-SOIC (0.154"   3.90mm Width),8-SOIC
Negative,Fixed,1,-20V,-5V,-,0.7V @ 500mA,500mA,80µA,-,60db ~ 15dB (1kHz ~ 100kHz),Current Limit   Enable,-,-40°C ~ 85°C,Surface Mount,TO-261-4   TO-261AA,SOT-223-3
Positive or Negative,Adjustable,1,-35V,±2.5V,±25V,1V @ 3A,3A,3.5mA,-,-,-,Over Current,-40°C ~ 85°C,Through Hole,TO-220-5 Formed Leads,TO-220-5
Positive,Fixed,1,15V,5V,-,0.95V @ 3A,3A,100µA,160mA,62dB (120Hz),Enable,Over Current   Over Temperature   Reverse Polarity,0°C ~ 125°C,Through Hole,TO-220-5,TO-220-5 Flow 6
Positive,Fixed,1,15V,3.3V,-,0.95V @ 3A,3A,100µA,160mA,62dB (120Hz),Enable,Over Current   Over Temperature   Reverse Polarity,-45°C ~ 125°C,Surface Mount,TO-263-6   D²Pak (5 Leads + Tab)   TO-263BA,5-DDPAK
Positive,Fixed,1,15V,5V,-,0.95V @ 3A,3A,100µA,160mA,62dB (120Hz),Enable,Over Current   Over Temperature   Reverse Polarity,-45°C ~ 125°C,Surface Mount,TO-263-6   D²Pak (5 Leads + Tab)   TO-263BA,5-DDPAK
Positive,Fixed,1,7V,3.3V,-,1.3V @ 3A,3A,-,-,-,-,Over Current   Over Temperature   Short Circuit,0°C ~ 125°C,Surface Mount,TO-263-4   D²Pak (3 Leads + Tab)   TO-263AA,D2PAK-3
Positive,Adjustable,1,20V,1.22V,20V,0.45V @ 100mA,100mA,-,-,65dB (120Hz),Enable,Over Current   Over Temperature   Reverse Polarity,-40°C ~ 125°C,Surface Mount,SOT-23-5 Thin   TSOT-23-5,TSOT-23-5
Positive,Adjustable,1,20V,1.22V,20V,0.45V @ 100mA,100mA,-,-,65dB (120Hz),Enable,Over Current   Over Temperature   Reverse Polarity,-40°C ~ 125°C,Surface Mount,SOT-23-5 Thin   TSOT-23-5,TSOT-23-5
Positive,Adjustable,1,20V,1.22V,20V,0.45V @ 100mA,100mA,-,-,65dB (120Hz),Enable,Over Current   Over Temperature   Reverse Polarity,-40°C ~ 125°C,Surface Mount,SOT-23-5 Thin   TSOT-23-5,TSOT-23-5
Positive,Fixed,1,20V,1.8V,-,0.45V @ 500mA,500mA,-,-,65dB (120Hz),Enable,Over Current   Over Temperature   Reverse Polarity,-40°C ~ 125°C,Surface Mount,8-SOIC (0.154"   3.90mm Width),8-SOIC
Positive,Fixed,1,20V,3.3V,-,0.45V @ 500mA,500mA,-,-,65dB (120Hz),Enable,Over Current   Over Temperature   Reverse Polarity,-40°C ~ 125°C,Surface Mount,8-SOIC (0.154"   3.90mm Width),8-SOIC
Positive,Fixed,1,20V,5V,-,0.45V @ 500mA,500mA,-,-,65dB (120Hz),Enable,Over Current   Over Temperature   Reverse Polarity,-40°C ~ 125°C,Surface Mount,8-SOIC (0.154"   3.90mm Width),8-SOIC
Positive,Fixed,1,20V,3.3V,-,0.45V @ 3A,3A,5mA,200mA,63dB (120Hz),Enable,Over Current   Over Temperature   Reverse Polarity,-40°C ~ 125°C,Surface Mount,TO-263-6   D²Pak (5 Leads + Tab)   TO-263BA,5-DDPAK
Positive,Fixed,1,20V,1.8V,-,0.45V @ 3A,3A,5mA,200mA,63dB (120Hz),Enable,Over Current   Over Temperature   Reverse Polarity,-40°C ~ 125°C,Surface Mount,TO-263-6   D²Pak (5 Leads + Tab)   TO-263BA,5-DDPAK
Positive,Fixed,1,20V,2.5V,-,0.45V @ 3A,3A,5mA,200mA,63dB (120Hz),Enable,Over Current   Over Temperature   Reverse Polarity,-40°C ~ 125°C,Surface Mount,TO-263-6   D²Pak (5 Leads + Tab)   TO-263BA,5-DDPAK
Positive,Fixed,1,20V,3.3V,-,0.45V @ 3A,3A,5mA,200mA,63dB (120Hz),Enable,Over Current   Over Temperature   Reverse Polarity,-40°C ~ 125°C,Surface Mount,TO-263-6   D²Pak (5 Leads + Tab)   TO-263BA,5-DDPAK
Positive,Fixed,1,20V,3.3V,-,0.45V @ 3A,3A,5mA,200mA,63dB (120Hz),Enable,Over Current   Over Temperature   Reverse Polarity,-40°C ~ 125°C,Through Hole,TO-220-5 Formed Leads,TO-220-5
Positive,Fixed,1,20V,1.8V,-,0.43V @ 300mA,300mA,-,-,65dB (120Hz),Enable,Over Current   Over Temperature   Reverse Polarity,-40°C ~ 125°C,Surface Mount,8-TSSOP   8-MSOP (0.118"   3.00mm Width),8-MSOP
Positive,Fixed,1,20V,2.5V,-,0.43V @ 300mA,300mA,-,-,65dB (120Hz),Enable,Over Current   Over Temperature   Reverse Polarity,-40°C ~ 125°C,Surface Mount,8-TSSOP   8-MSOP (0.118"   3.00mm Width),8-MSOP
Positive,Fixed,1,20V,3.3V,-,0.43V @ 300mA,300mA,-,-,65dB (120Hz),Enable,Over Current   Over Temperature   Reverse Polarity,-40°C ~ 125°C,Surface Mount,8-TSSOP   8-MSOP (0.118"   3.00mm Width),8-MSOP
Positive,Fixed,1,20V,5V,-,0.43V @ 300mA,300mA,-,-,65dB (120Hz),Enable,Over Current   Over Temperature   Reverse Polarity,-40°C ~ 125°C,Surface Mount,8-TSSOP   8-MSOP (0.118"   3.00mm Width),8-MSOP
Positive,Adjustable,1,20V,1.21V,20V,0.55V @ 1.5A,1.5A,1.5mA,120mA,63dB (120Hz),Enable,Over Current   Over Temperature   Reverse Polarity,-40°C ~ 125°C,Surface Mount,TO-263-6   D²Pak (5 Leads + Tab)   TO-263BA,5-DDPAK
Positive,Fixed,1,20V,1.5V,-,0.55V @ 1.5A,1.5A,1.5mA,120mA,63dB (120Hz),Enable,Over Current   Over Temperature   Reverse Polarity,-40°C ~ 125°C,Surface Mount,TO-261-4   TO-261AA,SOT-223-3
Positive,Adjustable,1,20V,1.21V,20V,0.55V @ 1.5A,1.5A,1.5mA,120mA,63dB (120Hz),Enable,Over Current   Over Temperature   Reverse Polarity,-40°C ~ 125°C,Through Hole,TO-220-5 Formed Leads,TO-220-5
Positive,Fixed,1,20V,3.3V,-,0.55V @ 1.5A,1.5A,1.5mA,120mA,63dB (120Hz),Enable,Over Current   Over Temperature   Reverse Polarity,-40°C ~ 125°C,Surface Mount,TO-263-6   D²Pak (5 Leads + Tab)   TO-263BA,5-DDPAK
Negative,Fixed,1,-20V,-5V,-,0.49V @ 200mA,200mA,-,-,54dB (120Hz),Enable,Over Current   Over Temperature   Reverse Polarity,-40°C ~ 125°C,Surface Mount,SOT-23-5 Thin   TSOT-23-5,TSOT-23-5
Negative,Adjustable,1,-20V,-1.22V,-20V,0.49V @ 200mA,200mA,-,-,54dB (120Hz),Enable,Over Current   Over Temperature   Reverse Polarity,-40°C ~ 125°C,Surface Mount,SOT-23-5 Thin   TSOT-23-5,TSOT-23-5
Positive,Fixed,1,45V,3.3V,-,0.5V @ 20mA,20mA,6µA,1.2mA,59dB (120Hz),Enable,Over Current   Over Temperature   Reverse Polarity,-40°C ~ 125°C,Surface Mount,SOT-23-8 Thin   TSOT-23-8,TSOT-23-8
Positive,Fixed,1,20V,3.3V,-,0.45V @ 20mA,20mA,6µA,1mA,61dB (120Hz),Enable,Over Current   Over Temperature   Reverse Polarity,-40°C ~ 125°C,Surface Mount,6-WFDFN Exposed Pad,6-DFN (2x2)
Positive,Fixed,1,20V,3.3V,-,0.45V @ 20mA,20mA,6µA,1mA,61dB (120Hz),Enable,Over Current   Over Temperature   Reverse Polarity,-40°C ~ 125°C,Surface Mount,6-WFDFN Exposed Pad,6-DFN (2x2)
Positive,Fixed,1,20V,3.3V,-,0.45V @ 20mA,20mA,6µA,1mA,61dB (120Hz),Enable,Over Current   Over Temperature   Reverse Polarity,-40°C ~ 125°C,Surface Mount,8-VFSOP (0.049"   1.25mm Width),SC-70-8
Positive,Fixed,1,80V,5V,-,0.55V @ 50mA,50mA,-,-,68dB (120Hz),Enable,Over Current   Over Temperature   Reverse Polarity,-55°C ~ 125°C,Surface Mount,8-TSSOP   8-MSOP (0.118"   3.00mm Width) Exposed Pad,8-MSOP-EP
Negative,Fixed,1,-30V,-5V,-,0.5V @ 1.5A,1.5A,2.4mA,70mA,58dB (120Hz),Enable,Over Current   Over Temperature   Reverse Polarity,-40°C ~ 125°C,Surface Mount,12-TSSOP (0.118"   3.00mm Width) Exposed Pad,12-MSOP-EP
Negative,Adjustable,1,-30V,-1.22V,-29.5V,0.5V @ 1.5A,1.5A,2.4mA,70mA,65dB (120Hz),Enable,Over Current   Over Temperature   Reverse Polarity,-40°C ~ 125°C,Surface Mount,12-TSSOP (0.118"   3.00mm Width) Exposed Pad,12-MSOP-EP
Positive,Adjustable,1,10V,0.2V,9.5V,0.285V @ 1A,1A,3.5mA,36mA,70dB (120Hz),Enable,Over Current   Over Temperature   Reverse Polarity,-40°C ~ 125°C,Surface Mount,16-WFDFN Exposed Pad,16-DFN (5x3)
Positive,Adjustable,1,20V,0V,15V,0.35V @ 200mA (Typ),200mA,-,-,117dB ~ 56dB (120Hz ~ 10MHz),Current Limit   Enable   Power Good,Over Temperature   Reverse Polarity,-40°C ~ 125°C,Surface Mount,10-TFSOP   10-MSOP (0.118"   3.00mm Width) Exposed Pad,10-MSOP-EP
Positive,Adjustable,1,20V,0V,15V,0.35V @ 200mA (Typ),200mA,-,-,117dB ~ 56dB (120Hz ~ 10MHz),Current Limit   Enable   Power Good,Over Temperature   Reverse Polarity,-40°C ~ 125°C,Surface Mount,10-TFSOP   10-MSOP (0.118"   3.00mm Width) Exposed Pad,10-MSOP-EP
Positive,Programmable,1,20V,0V,15V,0.45V @ 500mA,500mA,20µA,25mA,117dB ~ 53dB (120Hz ~ 10MHz),Enable   Power Good   Soft Start,Over Current   Over Temperature   Reverse Polarity   Under Voltage Lockout (UVLO),-40°C ~ 125°C (TJ),Surface Mount,12-WFDFN Exposed Pad,12-DFN (3x3)
Positive,Adjustable,1,45V,0.6V,44.5V,0.51V @ 100mA,100mA,80µA,4mA,85dB (120Hz),Enable   Soft Start,Over Current   Over Temperature   Reverse Polarity,-55°C ~ 150°C,Surface Mount,SOT-23-8 Thin   TSOT-23-8,TSOT-23-8
Positive,Adjustable,1,40V,0V,38.5V,1.65V @ 200mA,200mA,500µA,-,90dB ~ 20dB (120Hz ~ 1MHz),-,Over Current   Over Temperature   Reverse Polarity   Short Circuit,-40°C ~ 125°C,Surface Mount,TO-261-4   TO-261AA,SOT-223-3
Positive,Adjustable,1,23V,0V,23V,0.51V @ 3A,3A,50.5µA,1mA,85dB ~ 20dB (120Hz ~ 1MHz),-,Over Current   Over Temperature   Short Circuit,-40°C ~ 125°C,Surface Mount,TO-263-6   D²Pak (5 Leads + Tab)   TO-263BA,5-DDPAK
Positive,Adjustable,1,5.5V,0.4V,3.6V,0.1V @ 300mA,300mA,200µA,-,-,Enable,Over Current   Over Temperature   Reverse Polarity   Short Circuit,-40°C ~ 125°C,Surface Mount,8-WFDFN Exposed Pad,8-DFN (3x2)
Positive,Adjustable,1,6V,1.2V,5.5V,0.3V @ 300mA,300mA,90µA,-,68dB ~ 54dB (100Hz ~ 10kHz),Enable,Over Temperature   Short Circuit   Soft Start,-40°C ~ 85°C,Surface Mount,SC-74A   SOT-753,SOT-23-5
Positive,Adjustable (Fixed),1,45V,2.5V (5V),11V,2.2V @ 400mA,400mA,150µA,-,70dB (100Hz),Enable   Reset,Over Current   Over Temperature   Short Circuit,-40°C ~ 125°C,Surface Mount,16-WQFN Exposed Pad,16-TQFN (5x5)
Positive,Adjustable (Fixed),1,45V,2.5V (3.3V),11V,2.2V @ 400mA,400mA,150µA,-,70dB (100Hz),Enable   Reset,Over Current   Over Temperature   Short Circuit,-40°C ~ 125°C,Surface Mount,16-WQFN Exposed Pad,16-TQFN (5x5)
Positive,Adjustable (Fixed),1,45V,2.5V (5V),11V,2.2V @ 400mA,400mA,150µA,-,70dB (100Hz),Enable   Reset,Over Current   Over Temperature   Short Circuit,-40°C ~ 125°C,Surface Mount,16-WQFN Exposed Pad,16-TQFN (5x5)
Positive,Adjustable (Fixed),1,16.5V,1.3V (5V),16V,0.35V @ 200mA,250mA,35µA,20mA,-,Dropout Detector   Enable   Low Battery Detection,-,-40°C ~ 85°C,Surface Mount,8-SOIC (0.154"   3.90mm Width),8-SOIC
Positive,Fixed,1,6V,3V,-,0.12V @ 120mA (Typ),120mA,90µA,-,78dB ~ 54dB (1kHz ~ 100kHz),Enable,Over Current   Over Temperature,-40°C ~ 85°C,Surface Mount,5-TSSOP   SC-70-5   SOT-353,SC-70-5
Positive,Adjustable,1,6V,1.5V,4.5V,0.12V @ 120mA (Typ),120mA,90µA,-,72dB ~ 46dB (1kHz ~ 100kHz),Enable,Over Current   Over Temperature,-40°C ~ 85°C,Surface Mount,5-TSSOP   SC-70-5   SOT-353,SC-70-5
Positive,Adjustable (Fixed),1,11.5V,1.25V (3.3V),11V,0.64V @ 200mA,200mA,15µA,25µA,-,Enable   Low Battery Detection,Over Current   Over Temperature   Reverse Polarity,0°C ~ 70°C,Surface Mount,8-SOIC (0.154"   3.90mm Width),8-SOIC
Positive,Adjustable (Fixed),1,11.5V,1.25V (5V),11V,0.44V @ 200mA,200mA,15µA,25µA,-,Enable   Low Battery Detection,Over Current   Over Temperature   Reverse Polarity,0°C ~ 70°C,Surface Mount,8-SOIC (0.154"   3.90mm Width),8-SOIC
Positive,Fixed,1,6.5V,3V,-,0.165V @ 150mA (Typ),150mA,180µA,-,-,Enable,Over Current   Over Temperature   Reverse Polarity   Short Circuit,-40°C ~ 85°C,Surface Mount,SOT-23-5 Thin   TSOT-23-5,TSOT-23-5
Positive,Adjustable,1,12V,1.25V,5V,0.2V @ 50mA,200mA,10µA,-,-,Enable   Power Good,Over Temperature   Reverse Polarity   Short Circuit,-40°C ~ 85°C,Surface Mount,SOT-23-6,SOT-23-6
Positive,Fixed,1,20V,3.3V,-,1.35V @ 800mA,800mA,8mA,-,55dB (120Hz),-,Over Temperature   Short Circuit,-40°C ~ 125°C,Surface Mount,TO-252-3   DPak (2 Leads + Tab)   SC-63,DPAK
Positive,Fixed,1,20V,12V,-,1.35V @ 800mA,800mA,-,-,55dB (120Hz),-,Over Temperature   Short Circuit,-40°C ~ 125°C,Surface Mount,TO-252-3   DPak (2 Leads + Tab)   SC-63,DPAK
Positive,Fixed,1,20V,5V,-,1.35V @ 800mA,800mA,-,-,55dB (120Hz),-,Over Temperature   Short Circuit,-40°C ~ 125°C,Through Hole,TO-220-3,TO-220AB
Positive,Fixed,1,13V,3.3V,-,0.5V @ 300mA,300mA,200µA,-,75dB (120Hz),Enable,Over Current   Over Temperature,-40°C ~ 125°C,Surface Mount,8-SOIC (0.154"   3.90mm Width),8-SOIC
Positive,Fixed,1,35V,5V,-,2V @ 1A (Typ),1A,6mA,-,83dB (120Hz),-,Over Temperature   Short Circuit,-40°C ~ 125°C,Surface Mount,TO-263-3   D²Pak (2 Leads + Tab)   TO-263AB,D2PAK
Positive,Fixed,1,35V,5V,-,2V @ 1A (Typ),1A,8mA,-,68dB (120Hz),-,Over Temperature   Short Circuit,-40°C ~ 125°C,Surface Mount,TO-263-3   D²Pak (2 Leads + Tab)   TO-263AB,D2PAK
Positive,Fixed,1,35V,5V,-,2V @ 1A (Typ),1A,8mA,-,73dB (120Hz),-,Over Temperature   Short Circuit,-40°C ~ 125°C,Surface Mount,TO-252-3   DPak (2 Leads + Tab)   SC-63,TO-252   (D-Pak)
Positive,Fixed,1,35V,9V,-,2V @ 1A (Typ),1A,8mA,-,61dB (120Hz),-,Over Temperature   Short Circuit,0°C ~ 125°C,Surface Mount,TO-263-3   D²Pak (2 Leads + Tab)   TO-263AB,D2PAK
Positive,Fixed,1,35V,12V,-,2V @ 1A (Typ),1A,6mA,-,60dB (1kHz),-,Over Temperature   Short Circuit,-40°C ~ 125°C,Surface Mount,TO-263-3   D²Pak (2 Leads + Tab)   TO-263AB,D2PAK
Positive,Fixed,1,35V,12V,-,2V @ 1A (Typ),1A,8mA,-,60dB (1kHz),-,Over Temperature   Short Circuit,-40°C ~ 125°C,Surface Mount,TO-263-3   D²Pak (2 Leads + Tab)   TO-263AB,D2PAK
Positive,Fixed,1,30V,5V,-,-,100mA,5.5mA,-,80dB (120Hz),-,Over Temperature   Short Circuit,-40°C ~ 125°C,Surface Mount,8-SOIC (0.154"   3.90mm Width),8-SOIC
Positive,Fixed,1,35V,12V,-,-,100mA,6.5mA,-,42dB (120Hz),-,Over Temperature   Short Circuit,0°C ~ 125°C,Surface Mount,8-SOIC (0.154"   3.90mm Width),8-SOIC
Positive,Fixed,1,35V,15V,-,-,100mA,6.5mA,-,39dB (120Hz),-,Over Temperature   Short Circuit,0°C ~ 125°C,Surface Mount,8-SOIC (0.154"   3.90mm Width),8-SOIC
Positive,Fixed,1,12V,3V,-,0.06V @ 1mA,80mA,3.6µA,-,-,-,-,-40°C ~ 85°C,Surface Mount,SOT-23-5 Thin   TSOT-23-5,5-TSOP
Positive,Fixed,1,12V,3.3V,-,0.053V @ 1mA,80mA,3.6µA,-,-,-,-,-40°C ~ 85°C,Surface Mount,SOT-23-5 Thin   TSOT-23-5,5-TSOP
Positive,Fixed,1,35V,9V,-,-,500mA,-,-,80dB (120Hz),-,Over Temperature   Short Circuit,-40°C ~ 125°C,Surface Mount,TO-252-3   DPak (2 Leads + Tab)   SC-63,DPAK
Positive,Fixed,1,35V,18V,-,-,500mA,-,-,70dB (120Hz),-,Over Temperature   Short Circuit,0°C ~ 125°C,Surface Mount,TO-252-3   DPak (2 Leads + Tab)   SC-63,DPAK
Positive,Fixed,1,8V,5V,-,0.26V @ 100mA,150mA,-,-,70dB (1kHz),Enable,Over Current,-40°C ~ 85°C,Surface Mount,SC-74A   SOT-753,SOT-23-5
Negative,Fixed,1,-35V,-5V,-,1.3V @ 1A (Typ),1A,-,-,70dB (120Hz),-,Over Current   Over Temperature,-40°C ~ 125°C,Surface Mount,TO-263-3   D²Pak (2 Leads + Tab)   TO-263AB,D2PAK
Negative,Fixed,1,-35V,-5V,-,1.3V @ 1A (Typ),1A,-,-,70dB (120Hz),-,Over Current   Over Temperature,-40°C ~ 125°C,Through Hole,TO-220-3,TO-220AB
Negative,Fixed,1,-35V,-12V,-,1.3V @ 1A (Typ),1A,-,-,61dB (120Hz),-,Over Current   Over Temperature,-40°C ~ 125°C,Surface Mount,TO-263-3   D²Pak (2 Leads + Tab)   TO-263AB,D2PAK
Negative,Fixed,1,-35V,-12V,-,1.3V @ 1A (Typ),1A,-,-,61dB (120Hz),-,Over Current   Over Temperature,-40°C ~ 125°C,Through Hole,TO-220-3,TO-220AB
Negative,Fixed,1,-20V,-5V,-,1.7V @ 40mA,100mA,-,-,49dB (120Hz),-,Over Temperature   Short Circuit,0°C ~ 125°C,Through Hole,TO-226-3   TO-92-3 (TO-226AA) (Formed Leads),TO-92-3
Negative,Fixed,1,-35V,-5V,-,1.1V @ 500mA (Typ),500mA,-,-,66dB (120Hz),-,Over Current   Over Temperature,-40°C ~ 125°C,Surface Mount,TO-252-3   DPak (2 Leads + Tab)   SC-63,DPAK
Negative,Fixed,1,-35V,-5V,-,1.1V @ 500mA (Typ),500mA,-,-,66dB (120Hz),-,Over Current   Over Temperature,0°C ~ 125°C,Surface Mount,TO-252-3   DPak (2 Leads + Tab)   SC-63,DPAK
Positive,Fixed,1,6V,1.8V,-,0.35V @ 200mA,200mA,4µA,-,44dB (100Hz),-,Over Current   Over Temperature   Short Circuit,-40°C ~ 125°C,Surface Mount,TO-236-3   SC-59   SOT-23-3,SOT-23-3
Positive,Fixed,1,6V,2.5V,-,0.35V @ 250mA,250mA,4µA,-,44dB (100Hz),-,Over Current   Over Temperature   Short Circuit,-40°C ~ 125°C,Surface Mount,TO-236-3   SC-59   SOT-23-3,SOT-23-3
Positive,Fixed,1,6V,2.5V,-,0.35V @ 250mA,250mA,4µA,-,44dB (100Hz),-,Over Current   Over Temperature   Short Circuit,-40°C ~ 125°C,Surface Mount,TO-236-3   SC-59   SOT-23-3,SOT-23-3
Positive,Fixed,1,6V,3V,-,0.35V @ 250mA,250mA,4µA,-,44dB (100Hz),-,Over Current   Over Temperature   Short Circuit,-40°C ~ 125°C,Surface Mount,TO-236-3   SC-59   SOT-23-3,SOT-23-3
Positive,Fixed,1,6V,3V,-,0.35V @ 250mA,250mA,4µA,-,44dB (100Hz),-,Over Current   Over Temperature   Short Circuit,-40°C ~ 125°C,Surface Mount,TO-243AA,SOT-89-3
Positive,Fixed,1,6V,3.3V,-,0.35V @ 250mA,250mA,4µA,-,44dB (100Hz),-,Over Current   Over Temperature   Short Circuit,-40°C ~ 125°C,Surface Mount,TO-243AA,SOT-89-3
Positive,Fixed,1,6V,3.3V,-,0.35V @ 250mA,250mA,4µA,-,44dB (100Hz),-,Over Current   Over Temperature   Short Circuit,-40°C ~ 125°C,Surface Mount,TO-236-3   SC-59   SOT-23-3,SOT-23-3
Positive,Fixed,1,6V,3.3V,-,0.55V @ 1.5A,1.5A,220µA,-,60dB (100Hz),Enable   Power Good,Over Temperature   Short Circuit   Under Voltage Lockout (UVLO),-40°C ~ 125°C,Surface Mount,8-VDFN Exposed Pad,8-DFN-EP (3x3)
Positive,Fixed,1,10V,3.3V,-,0.25V @ 100mA,300mA,50µA,-,70dB (10kHz),Enable,Over Current,-40°C ~ 85°C,Surface Mount,SC-74A   SOT-753,SOT-23-5
Positive,Fixed,1,26V,3.3V,-,0.6V @ 1.5A,1.5A,-,-,-,-,Over Current   Over Temperature   Reverse Polarity   Transient Voltage,-40°C ~ 125°C,Surface Mount,TO-263-4   D²Pak (3 Leads + Tab)   TO-263AA,TO-263-3
Positive,Fixed,1,26V,3.3V,-,0.6V @ 3A,3A,-,-,-,-,Over Current   Over Temperature   Reverse Polarity   Transient Voltage,-40°C ~ 125°C,Surface Mount,TO-263-4   D²Pak (3 Leads + Tab)   TO-263AA,TO-263-3
Positive,Fixed,1,26V,5V,-,0.6V @ 3A,3A,-,-,-,-,Over Current   Over Temperature   Reverse Polarity   Transient Voltage,-40°C ~ 125°C,Surface Mount,TO-263-4   D²Pak (3 Leads + Tab)   TO-263AA,TO-263-3
Positive,Fixed,1,26V,5V,-,0.6V @ 3A,3A,-,-,-,Enable,Over Current   Over Temperature   Reverse Polarity   Transient Voltage,-40°C ~ 125°C,Surface Mount,TO-263-6   D²Pak (5 Leads + Tab)   TO-263BA,TO-263-5
Positive,Adjustable,1,16V,1.24V,15V,0.8V @ 3A,3A,20mA,150mA,-,Enable,Over Current   Over Temperature   Reverse Polarity,-40°C ~ 125°C,Surface Mount,TO-263-6   D²Pak (5 Leads + Tab)   TO-263BA,TO-263-5
Positive,Adjustable,1,26V,1.25V,25V,0.6V @ 3A,3A,-,-,-,Enable,Over Current   Over Temperature   Reverse Polarity   Transient Voltage,-40°C ~ 125°C,Surface Mount,TO-263-6   D²Pak (5 Leads + Tab)   TO-263BA,TO-263-5
Positive,Adjustable,1,26V,1.25V,25V,0.6V @ 3A,3A,-,-,-,Enable,Over Current   Over Temperature   Reverse Polarity   Transient Voltage,-40°C ~ 125°C,Surface Mount,TO-263-6   D²Pak (5 Leads + Tab)   TO-263BA,TO-263-5
Positive,Adjustable,1,26V,1.25V,25V,0.6V @ 3A,3A,-,-,-,Enable,Over Current   Over Temperature   Reverse Polarity   Transient Voltage,-40°C ~ 125°C,Surface Mount,TO-263-6   D²Pak (5 Leads + Tab)   TO-263BA,TO-263-5
Positive,Adjustable,1,26V,1.25V,25V,0.6V @ 5A,5A,-,-,-,Enable,Over Current   Over Temperature   Reverse Polarity   Transient Voltage,-40°C ~ 125°C,Surface Mount,TO-263-6   D²Pak (5 Leads + Tab)   TO-263BA,TO-263-5
Positive,Adjustable (Fixed),1,30V,1.24V (5V),29V,0.6V @ 250mA,250mA,300µA,12mA,-,Enable,Load Dump   Over Current   Over Temperature   Reverse Polarity   UV POR,-40°C ~ 125°C,Surface Mount,8-SOIC (0.154"   3.90mm Width),8-SOIC
Positive,Adjustable (Fixed),1,30V,1.24V (5V),29V,0.6V @ 250mA,250mA,300µA,12mA,-,Enable,Load Dump   Over Current   Over Temperature   Reverse Polarity   UV POR,-40°C ~ 125°C,Surface Mount,8-SOIC (0.154"   3.90mm Width),8-SOIC
Positive,Fixed,1,6V,2.5V,-,0.5V @ 1A,1A,-,-,-,-,Over Current   Over Temperature,-40°C ~ 125°C,Surface Mount,TO-261-4   TO-261AA,SOT-223
Positive,Fixed,1,6V,3.3V,-,0.5V @ 1A,1A,-,-,-,-,Over Current   Over Temperature,-40°C ~ 125°C,Surface Mount,TO-261-4   TO-261AA,SOT-223
